,id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,price
4817,6090,Recoleta,Entire home/apt,2,42,4/2/20,2.37,5,187,11/7/11,t,2.0,2,3,Real Bed,1395,1,0,180,t,f,strict_14_with_grace_period,f,f,4
4818,7568,Recoleta,Entire home/apt,2,58,3/17/20,2.95,1,154,10/18/18,f,1.0,1,1,Real Bed,1046,1,0,1125,t,f,moderate,f,f,2
4819,6420,Recoleta,Entire home/apt,2,67,3/13/20,2.87,1,12,6/19/17,t,1.0,1,2,Real Bed,558,2,349,90,f,f,strict_14_with_grace_period,f,f,2
4820,9182,Belgrano,Entire home/apt,2,14,3/29/20,0.88,3,359,8/8/15,t,1.0,1,1,Real Bed,1746,1,0,60,f,f,flexible,f,f,3
4821,2177,Palermo,Private room,2,62,12/26/19,1.1,2,359,9/27/15,f,1.0,1,1,Real Bed,838,1,698,1125,f,f,flexible,f,f,2
4822,1022,Balvanera,Entire home/apt,3,54,1/25/18,0.77,1,0,2/16/14,f,1.0,1,1,Real Bed,1395,2,697,15,t,f,strict_14_with_grace_period,f,f,3
4823,2126,Recoleta,Entire home/apt,3,18,1/2/20,0.32,13,365,9/25/14,t,2.5,3,6,Real Bed,7672,3,1395,1125,t,f,strict_14_with_grace_period,f,f,4
4824,6850,Palermo,Entire home/apt,2,39,2/26/20,1.8,2,0,8/14/18,t,1.0,2,4,Real Bed,700,1,0,1125,t,f,moderate,f,f,2
4825,8335,Recoleta,Entire home/apt,3,6,4/22/19,0.34,1,364,8/7/16,f,1.0,1,2,Real Bed,349,1,0,7,f,f,flexible,f,f,3
4826,12242,Palermo,Entire home/apt,2,9,3/27/20,1.15,1,359,12/21/15,f,1.0,1,1,Real Bed,838,1,0,1125,f,f,flexible,f,f,3
4827,11215,Palermo,Private room,2,16,3/18/20,1.78,2,362,1/28/16,t,1.0,1,1,Real Bed,701,1,0,30,f,f,strict_14_with_grace_period,f,f,2
4828,3375,San Nicolás,Entire home/apt,28,76,3/13/20,1.75,3,86,9/14/16,f,1.0,1,2,Real Bed,0,1,0,1125,f,f,moderate,f,f,1
4829,13072,Recoleta,Entire home/apt,3,1,2/21/20,0.24,1,365,8/20/14,f,1.5,0,2,Real Bed,1046,1,1116,28,t,f,moderate,f,f,1
4830,6258,San Nicolás,Entire home/apt,1,3,8/19/18,0.12,9,365,3/29/10,f,1.0,2,4,Real Bed,697,2,349,1125,t,f,strict_14_with_grace_period,f,f,3
4831,183,Palermo,Entire home/apt,3,47,3/3/20,0.48,46,86,12/7/11,f,1.0,1,2,Real Bed,701,1,491,365,t,f,flexible,f,f,2
4832,2317,Palermo,Entire home/apt,4,3,1/14/17,0.06,2,361,11/11/15,f,1.0,0,1,Real Bed,1401,1,701,1125,f,f,strict_14_with_grace_period,f,f,3
4833,13588,Retiro,Entire home/apt,2,2,2/29/20,0.5,1,109,12/31/12,f,1.0,1,2,Real Bed,697,4,697,1125,t,f,flexible,f,f,2
4834,11516,San Nicolás,Entire home/apt,3,3,11/9/19,0.32,6,0,7/14/18,f,1.0,0,3,Real Bed,1395,3,349,1125,t,f,strict_14_with_grace_period,f,f,1
4835,6266,Palermo,Entire home/apt,1,1,6/14/18,0.04,1,0,5/19/18,f,1.0,0,1,Real Bed,0,1,0,30,f,f,moderate,f,f,1
4836,1287,Villa Crespo,Entire home/apt,3,84,3/13/20,1.42,3,241,8/3/14,t,1.0,1,1,Real Bed,978,1,0,365,t,f,moderate,f,f,3
4837,7063,Recoleta,Private room,3,44,2/23/20,2.04,1,320,1/15/16,t,2.0,1,1,Real Bed,0,1,0,30,t,f,flexible,f,f,3
4838,6821,Balvanera,Entire home/apt,3,1,8/24/19,0.1,1,175,6/14/13,f,1.0,1,2,Real Bed,0,1,0,60,t,f,flexible,f,f,2
4839,13058,Villa Crespo,Entire home/apt,1,1,4/27/20,0.52,25,177,9/8/17,t,1.5,1,1,Real Bed,698,1,0,60,t,f,moderate,f,f,1
4840,898,Palermo,Entire home/apt,7,9,4/19/19,0.12,1,359,6/28/11,f,1.0,2,2,Real Bed,2095,1,0,365,f,f,flexible,f,f,4
4841,3297,Palermo,Entire home/apt,3,22,12/24/19,0.48,2,363,3/18/14,f,1.5,1,2,Real Bed,3487,2,697,1125,f,f,strict_14_with_grace_period,f,f,3
4842,6317,Palermo,Private room,2,5,8/19/19,0.2,4,0,6/8/18,f,1.5,1,1,Real Bed,0,1,395,10,f,f,flexible,f,f,1
4843,2183,Belgrano,Entire home/apt,3,4,4/12/19,0.07,4,360,9/30/15,f,3.0,3,3,Real Bed,3499,4,2099,30,f,f,strict_14_with_grace_period,f,f,4
4844,6681,San Nicolás,Entire home/apt,2,59,3/15/20,2.6,1,266,9/17/15,t,1.0,1,2,Real Bed,1046,1,0,1125,f,f,moderate,f,f,2
4845,1846,Mataderos,Entire home/apt,7,3,9/4/16,0.06,2,0,5/20/15,f,1.0,2,3,Real Bed,1395,2,2092,1125,f,f,strict_14_with_grace_period,f,f,2
4846,10813,Retiro,Entire home/apt,2,10,4/9/20,0.86,11,270,8/4/15,t,1.0,0,2,Real Bed,1325,2,0,1125,t,f,flexible,f,f,3
4847,13570,Villa Ortúzar,Entire home/apt,2,2,3/1/20,0.46,9,360,12/26/18,t,2.0,3,5,Real Bed,2099,1,0,1125,t,f,flexible,f,f,4
4848,4966,Núñez,Entire home/apt,1,3,4/1/20,0.83,1,360,11/1/17,f,1.0,1,1,Real Bed,312,1,0,1125,t,f,moderate,f,f,2
4849,1576,Palermo,Private room,1,2,5/27/20,2.0,7,270,7/5/11,t,1.0,2,2,Real Bed,34872,5,0,6,f,f,flexible,f,f,4
4850,2975,Palermo,Private room,4,6,4/29/17,0.12,4,365,3/10/16,f,1.0,1,1,Real Bed,1046,2,1046,360,f,f,strict_14_with_grace_period,f,f,4
4851,2095,Palermo,Entire home/apt,1,6,2/2/20,0.39,2,351,5/22/15,t,1.0,2,3,Real Bed,2667,1,0,1125,f,f,flexible,f,f,4
4852,7276,Retiro,Private room,4,31,12/22/19,1.49,28,309,6/1/18,f,1.0,0,1,Real Bed,697,2,0,1125,t,f,flexible,f,f,1
4853,1268,Puerto Madero,Entire home/apt,30,28,2/9/20,0.5,1,89,7/9/14,t,1.5,1,1,Real Bed,4882,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
4854,12141,Puerto Madero,Entire home/apt,3,3,3/5/20,0.39,5,288,5/30/17,t,1.0,1,2,Real Bed,1399,1,0,31,t,f,flexible,f,f,3
4855,13640,Palermo,Entire home/apt,60,3,3/21/20,0.76,1,67,7/25/15,f,1.0,1,1,Real Bed,1744,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
4856,13322,Recoleta,Entire home/apt,3,2,2/5/20,0.38,6,0,4/8/18,t,1.0,0,2,Real Bed,1402,1,0,60,t,f,moderate,f,f,1
4857,12619,Palermo,Entire home/apt,3,12,3/19/20,1.76,2,84,8/19/18,t,1.0,2,3,Real Bed,1397,2,698,1125,t,f,strict_14_with_grace_period,f,f,4
4858,8267,San Nicolás,Private room,1,1,4/27/19,0.07,5,0,4/27/17,f,1.0,1,1,Real Bed,0,1,349,5,t,f,moderate,f,f,1
4859,4477,Palermo,Shared room,2,5,2/6/18,0.14,4,0,5/18/12,t,1.0,1,1,Real Bed,701,1,0,1125,f,f,flexible,f,f,1
4860,13016,Recoleta,Entire home/apt,7,3,3/23/20,0.52,1,270,12/17/15,f,1.5,1,1,Real Bed,2092,1,0,1125,f,f,moderate,f,f,2
4861,664,Palermo,Entire home/apt,30,4,6/28/19,0.2,4,20,4/19/13,t,1.0,1,2,Real Bed,2454,1,0,1124,f,f,strict_14_with_grace_period,f,f,2
4862,3786,San Nicolás,Entire home/apt,3,6,2/26/20,0.21,4,358,10/21/16,t,1.5,2,4,Real Bed,3417,1,0,1125,f,f,moderate,f,f,4
4863,12148,Recoleta,Entire home/apt,14,4,2/19/20,0.5,5,179,4/8/13,f,1.5,1,1,Real Bed,2092,2,697,120,t,f,strict_14_with_grace_period,f,f,3
4864,11976,Palermo,Entire home/apt,2,8,3/15/20,0.94,1,109,5/6/14,t,1.5,2,2,Real Bed,2444,1,0,180,t,f,moderate,f,f,4
4865,5264,Recoleta,Entire home/apt,1,33,3/6/20,1.16,2,78,7/8/13,t,2.5,2,3,Real Bed,1395,3,0,1125,t,f,moderate,f,f,3
4866,5838,San Telmo,Entire home/apt,3,44,3/5/20,1.66,1,331,10/14/16,t,1.0,2,3,Real Bed,2025,2,559,60,f,f,flexible,f,f,3
4867,3193,Recoleta,Entire home/apt,1,9,10/14/18,0.19,1,362,7/23/16,f,1.0,1,1,Real Bed,500,1,300,4,f,f,moderate,f,f,1
4868,13495,Recoleta,Entire home/apt,2,4,3/15/20,0.98,2,176,2/13/18,t,1.5,1,1,Real Bed,800,3,700,1125,t,f,moderate,f,f,3
4869,619,Belgrano,Entire home/apt,2,64,4/4/20,0.74,1,360,1/19/13,f,1.0,1,1,Real Bed,3149,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
4870,1459,Recoleta,Entire home/apt,4,6,3/31/20,0.17,5,365,11/7/11,t,2.5,2,2,Real Bed,2092,1,0,180,t,f,strict_14_with_grace_period,f,f,4
4871,6620,Almagro,Private room,2,11,8/2/19,0.5,2,174,1/16/15,t,1.0,1,1,Real Bed,1048,1,0,100,f,f,moderate,f,f,1
4872,9974,Recoleta,Entire home/apt,2,20,1/2/20,1.48,1,362,4/17/19,f,1.0,1,1,Real Bed,911,1,0,1125,t,f,flexible,f,f,2
4873,976,San Nicolás,Entire home/apt,1,166,5/10/20,2.71,2,196,5/27/11,f,1.0,1,2,Real Bed,2454,2,841,1125,f,f,strict_14_with_grace_period,f,f,3
4874,1284,Palermo,Entire home/apt,14,2,3/18/16,0.04,2,173,8/4/14,f,1.0,2,4,Real Bed,3841,1,0,1125,t,f,flexible,f,f,4
4875,1100,Monserrat,Entire home/apt,3,50,11/29/19,0.66,20,178,4/2/14,f,1.0,1,1,Real Bed,1744,1,0,1000,t,f,flexible,f,f,3
4876,2357,Palermo,Entire home/apt,3,9,12/20/19,0.3,1,173,6/6/15,t,1.0,1,1,Real Bed,2099,1,0,1125,t,f,moderate,f,f,3
4877,6534,Almagro,Entire home/apt,1,20,12/22/19,1.28,2,240,7/20/15,t,1.0,1,1,Real Bed,908,2,698,180,t,f,flexible,f,f,3
4878,1894,Colegiales,Entire home/apt,7,4,7/24/16,0.08,1,359,6/18/15,f,1.0,1,3,Real Bed,1000,4,0,1125,f,f,strict_14_with_grace_period,f,f,2
4879,11288,Palermo,Entire home/apt,4,4,12/9/19,0.44,1,197,7/29/19,f,2.0,3,4,Real Bed,4190,1,0,15,t,f,flexible,f,f,4
4880,12971,Recoleta,Entire home/apt,3,10,3/15/20,1.59,1,179,10/11/16,t,1.0,1,1,Real Bed,837,2,697,1125,f,f,moderate,f,f,2
4881,1072,Colegiales,Entire home/apt,3,80,3/18/20,1.11,3,352,3/18/14,f,2.0,2,4,Real Bed,4539,2,1397,1125,f,f,strict_14_with_grace_period,f,f,4
4882,3742,Recoleta,Entire home/apt,7,1,3/26/17,0.03,1,89,12/31/16,f,1.0,0,1,Real Bed,1883,1,0,1125,f,f,flexible,f,f,4
4883,7837,Núñez,Entire home/apt,2,21,2/14/20,1.1,27,360,9/14/15,f,1.5,1,1,Real Bed,650,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
4884,13223,Palermo,Entire home/apt,2,3,3/12/20,0.68,1,359,8/9/16,f,1.0,1,2,Real Bed,2744,2,784,30,f,f,moderate,f,f,3
4885,1017,Palermo,Entire home/apt,1,34,3/24/20,0.67,1,359,2/12/14,t,1.0,1,1,Real Bed,2193,2,0,1125,f,f,moderate,f,f,3
4886,1831,Palermo,Entire home/apt,5,4,1/14/20,0.35,1,235,5/13/15,t,1.0,2,4,Real Bed,837,5,0,1125,f,f,moderate,f,f,2
4887,1478,Recoleta,Entire home/apt,7,5,12/14/16,0.08,1,358,11/25/14,f,1.0,1,3,Real Bed,400,4,0,1125,f,f,strict_14_with_grace_period,f,f,3
4888,9001,Monserrat,Entire home/apt,1,19,3/31/20,1.19,8,335,10/29/12,t,1.0,2,4,Real Bed,4888,1,0,35,t,f,flexible,f,f,3
4889,12735,Belgrano,Entire home/apt,1,7,6/16/20,1.0,4,175,8/14/12,t,1.0,1,1,Real Bed,1200,2,359,300,t,f,flexible,f,f,3
4890,1076,Belgrano,Entire home/apt,4,14,3/18/20,0.22,58,321,6/10/12,f,1.0,0,1,Real Bed,2095,1,0,1125,t,f,flexible,f,f,2
4891,886,Núñez,Entire home/apt,4,20,12/9/19,0.32,1,84,2/9/13,f,1.0,1,1,Real Bed,750,1,0,60,f,f,flexible,f,f,2
4892,11283,Palermo,Entire home/apt,2,11,2/8/20,1.06,1,173,9/13/16,f,1.0,1,4,Real Bed,350,1,0,60,t,f,moderate,f,f,2
4893,1558,Monserrat,Entire home/apt,1,67,1/9/20,1.31,3,2,1/1/12,f,1.0,2,4,Real Bed,1048,1,349,1125,t,f,flexible,f,f,4
4894,12913,Belgrano,Entire home/apt,1,4,3/8/20,0.75,1,163,8/23/15,f,2.0,1,1,Real Bed,1050,1,0,30,t,f,moderate,f,f,2
4895,12828,Recoleta,Entire home/apt,2,5,2/27/20,0.84,1,299,9/8/13,f,1.0,0,1,Real Bed,1753,1,0,1125,f,f,moderate,f,f,2
4896,6209,Caballito,Private room,3,22,3/8/20,0.89,1,360,1/7/13,t,1.5,1,1,Real Bed,0,1,700,600,f,f,moderate,f,f,1
4897,10431,Balvanera,Entire home/apt,2,2,2/6/20,0.36,1,84,2/19/17,f,1.0,1,1,Real Bed,450,1,0,10,f,f,strict_14_with_grace_period,f,f,1
4898,9216,Balvanera,Entire home/apt,1,1,7/21/19,0.09,1,217,2/24/19,f,1.0,1,2,Real Bed,700,2,700,1125,t,f,moderate,f,f,3
4899,11298,Retiro,Entire home/apt,2,41,3/17/20,3.78,1,0,6/13/18,t,1.0,1,1,Real Bed,697,1,0,1125,t,f,flexible,f,f,2
4900,4262,Palermo,Entire home/apt,2,123,3/25/20,3.57,1,10,6/20/16,t,1.0,0,2,Real Bed,1467,1,0,1125,f,f,flexible,f,f,2
4901,2138,Recoleta,Entire home/apt,5,14,11/2/17,0.26,1,359,8/23/15,f,2.5,2,3,Real Bed,3492,3,3492,28,f,f,strict_14_with_grace_period,f,f,4
4902,6497,Recoleta,Entire home/apt,5,4,10/3/18,0.17,1,179,7/3/18,f,1.0,1,3,Real Bed,1744,3,0,10,f,f,flexible,f,f,4
4903,75,Retiro,Private room,3,1,8/2/19,0.09,2,86,4/3/11,f,2.0,1,1,Real Bed,400,1,0,7,f,f,flexible,f,f,1
4904,12432,Belgrano,Entire home/apt,3,1,11/5/19,0.13,1,327,9/5/13,f,1.0,1,1,Real Bed,900,1,0,30,t,f,flexible,f,f,2
4905,13161,San Nicolás,Entire home/apt,2,4,5/15/20,0.76,1,365,9/16/19,f,1.0,1,1,Real Bed,0,1,0,1125,t,f,moderate,f,f,2
4906,7322,Recoleta,Entire home/apt,3,35,3/24/20,1.88,11,364,8/28/13,t,1.0,1,1,Real Bed,3487,1,0,90,t,f,moderate,f,f,3
4907,6045,Villa Luro,Entire home/apt,2,31,1/25/20,1.19,6,173,9/9/16,t,1.0,1,2,Real Bed,700,3,450,30,f,f,strict_14_with_grace_period,f,f,1
4908,11798,Belgrano,Entire home/apt,1,32,3/15/20,3.48,6,84,10/2/16,f,1.0,0,2,Real Bed,900,1,0,30,t,f,strict_14_with_grace_period,f,f,1
4909,1696,Palermo,Entire home/apt,2,10,5/31/20,0.31,1,359,5/24/14,f,1.0,1,1,Real Bed,1746,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
4910,11309,San Telmo,Entire home/apt,2,7,1/22/20,0.7,1,174,7/30/19,f,1.0,2,2,Real Bed,1397,1,0,60,t,f,flexible,f,f,2
4911,4733,Recoleta,Entire home/apt,4,34,12/17/19,1.01,1,364,4/15/15,t,1.0,0,2,Real Bed,1744,1,1255,90,t,f,moderate,f,f,1
4912,2143,Palermo,Entire home/apt,28,61,1/31/20,2.1,5,360,9/2/15,f,1.5,1,2,Real Bed,1050,2,700,1125,f,f,flexible,f,f,3
4913,4541,Palermo,Entire home/apt,3,34,1/31/20,1.24,1,328,7/28/17,t,1.0,0,3,Real Bed,2790,2,697,1125,f,f,strict_14_with_grace_period,f,f,2
4914,859,Recoleta,Entire home/apt,4,3,7/22/14,0.04,4,359,9/24/12,t,1.0,2,3,Real Bed,2095,2,698,1125,f,f,strict_14_with_grace_period,f,f,2
4915,12244,Recoleta,Entire home/apt,1,12,6/6/20,1.56,2,348,12/25/18,t,1.0,1,2,Real Bed,1744,5,697,180,f,f,flexible,f,f,3
4916,9432,Monserrat,Entire home/apt,3,24,11/16/19,1.56,1,86,12/10/18,f,1.0,1,1,Real Bed,841,1,0,1125,t,f,moderate,f,f,2
4917,12736,Palermo,Entire home/apt,2,1,2/27/20,0.26,1,365,8/19/18,f,1.0,3,3,Real Bed,1395,1,0,1125,t,f,flexible,f,f,3
4918,8403,Balvanera,Entire home/apt,7,1,1/5/19,0.06,2,85,10/30/14,f,1.0,1,2,Real Bed,2099,1,0,1125,t,f,moderate,f,f,2
4919,5874,Palermo,Entire home/apt,7,3,2/21/19,0.16,43,356,6/6/11,f,1.0,1,1,Real Bed,0,2,0,1125,t,f,flexible,f,f,4
4920,10771,Monserrat,Entire home/apt,2,29,3/5/20,2.38,22,294,7/10/18,t,1.0,1,3,Real Bed,1048,1,0,1125,t,f,flexible,f,f,2
4921,1374,Palermo,Entire home/apt,3,25,7/22/19,0.5,1,359,9/28/14,f,1.0,1,2,Real Bed,1955,1,698,181,f,f,strict_14_with_grace_period,f,f,2
4922,2015,Balvanera,Entire home/apt,3,11,8/3/18,0.2,4,355,7/26/15,t,1.0,1,3,Real Bed,0,3,1395,1125,f,f,strict_14_with_grace_period,f,f,4
4923,4487,Almagro,Entire home/apt,7,19,1/16/20,0.59,1,360,5/20/14,f,1.0,0,2,Real Bed,700,2,800,90,t,f,moderate,f,f,1
4924,8313,Palermo,Entire home/apt,4,23,3/16/20,1.26,4,174,6/18/12,f,1.0,1,1,Real Bed,735,2,368,1125,t,f,strict_14_with_grace_period,f,f,4
4925,4084,Agronomía,Private room,1,32,2/13/20,0.82,4,327,4/6/16,t,2.0,1,1,Real Bed,790,1,0,30,t,f,moderate,f,f,1
4926,4014,Recoleta,Entire home/apt,3,63,3/2/20,1.61,1,75,3/19/17,t,1.0,1,1,Real Bed,800,2,0,15,f,f,strict_14_with_grace_period,f,f,1
4927,2857,Palermo,Entire home/apt,40,19,2/5/20,0.42,1,177,4/6/16,t,1.5,0,1,Real Bed,701,2,491,120,f,f,strict_14_with_grace_period,f,f,2
4928,9664,Palermo,Entire home/apt,3,2,6/2/19,0.14,3,0,12/20/15,t,1.5,1,3,Real Bed,1744,2,697,14,f,f,moderate,f,f,4
4929,5151,San Telmo,Entire home/apt,4,8,1/31/20,0.29,5,21,11/15/17,f,1.0,1,1,Real Bed,4190,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
4930,3327,Saavedra,Entire home/apt,3,16,10/19/18,0.38,1,85,12/9/15,f,1.0,1,3,Real Bed,1190,1,490,30,f,f,moderate,f,f,3
4931,6361,Palermo,Entire home/apt,3,1,7/22/18,0.04,2,362,6/3/18,f,1.0,1,1,Real Bed,2244,1,0,1125,t,f,flexible,f,f,1
4932,11380,Parque Avellaneda,Entire home/apt,1,3,12/8/19,0.3,2,360,8/1/19,f,1.0,1,2,Real Bed,0,1,350,1125,t,f,moderate,f,f,1
4933,7034,Recoleta,Entire home/apt,2,51,3/20/20,2.33,5,351,12/6/12,t,1.0,0,1,Real Bed,1262,1,0,1125,f,f,flexible,f,f,4
4934,716,Recoleta,Entire home/apt,20,36,1/31/20,0.46,1,362,7/29/13,f,2.0,2,4,Real Bed,982,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
4935,4463,Palermo,Entire home/apt,3,54,3/19/20,1.52,1,42,7/12/17,t,2.0,2,3,Real Bed,4198,3,1399,1125,f,f,strict_14_with_grace_period,f,f,4
4936,982,Almagro,Entire home/apt,1,13,5/8/16,0.17,2,360,1/24/14,f,1.0,0,2,Real Bed,1399,1,0,1125,t,f,flexible,f,f,3
4937,8496,Palermo,Entire home/apt,2,2,1/14/20,0.34,1,112,3/15/13,f,1.0,2,4,Real Bed,2000,1,500,1125,f,f,flexible,f,f,3
4938,8458,Recoleta,Entire home/apt,2,15,4/3/20,0.85,1,305,5/31/16,f,1.0,2,2,Real Bed,2095,2,698,1125,t,f,flexible,f,f,2
4939,11151,Palermo,Entire home/apt,7,25,3/15/20,2.24,1,61,7/17/19,f,1.0,0,1,Real Bed,0,1,0,365,t,f,flexible,f,f,2
4940,680,Palermo,Entire home/apt,3,18,1/4/20,0.27,3,362,3/16/13,f,1.0,1,2,Real Bed,3487,1,0,1125,f,f,flexible,f,f,3
4941,6031,Recoleta,Entire home/apt,1,1,6/9/18,0.04,1,0,4/21/18,f,1.0,1,1,Real Bed,150,1,0,1125,t,f,flexible,f,f,1
4942,8669,Almagro,Entire home/apt,5,3,10/15/19,0.2,4,360,3/12/13,f,1.0,1,2,Real Bed,450,1,0,1125,f,f,flexible,f,f,1
4943,7363,Núñez,Entire home/apt,3,9,11/25/19,0.46,27,360,9/14/15,f,1.0,1,1,Real Bed,500,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
4944,8106,Constitución,Private room,2,30,3/8/20,1.73,1,359,1/4/17,t,1.5,1,1,Real Bed,350,3,840,7,f,f,flexible,f,f,3
4945,13157,Colegiales,Private room,1,1,2/15/20,0.23,1,160,9/7/19,f,1.0,1,1,Real Bed,350,1,0,1125,f,f,moderate,f,f,1
4946,11795,Recoleta,Entire home/apt,2,5,1/13/20,0.59,4,0,10/17/17,t,1.0,2,3,Real Bed,1046,2,697,1125,t,f,flexible,f,f,2
4947,3925,Recoleta,Entire home/apt,7,26,2/25/20,0.67,17,48,4/13/16,t,1.0,1,1,Real Bed,1395,1,0,300,t,f,moderate,f,f,4
4948,7300,Palermo,Entire home/apt,1,10,10/20/19,0.53,4,365,3/21/14,f,1.5,0,4,Real Bed,1255,2,976,1125,f,f,moderate,f,f,3
4949,164,Palermo,Entire home/apt,3,169,2/12/20,1.6,1,356,10/6/11,t,1.0,1,1,Real Bed,1395,2,2092,1125,f,f,flexible,f,f,4
4950,5325,Parque Chacabuco,Private room,2,11,3/8/20,0.39,1,296,1/13/17,t,1.0,1,1,Real Bed,1399,1,0,1125,f,f,moderate,f,f,1
4951,9471,Recoleta,Entire home/apt,4,20,3/16/20,1.52,1,139,3/12/19,t,1.0,1,2,Real Bed,500,1,0,1125,f,f,moderate,f,f,1
4952,11249,Palermo,Entire home/apt,2,2,12/15/19,0.19,9,77,1/19/17,t,1.0,0,4,Real Bed,2441,1,0,30,t,f,flexible,f,f,4
4953,4640,Palermo,Private room,1,126,3/15/20,3.71,1,262,8/24/17,t,1.0,1,1,Real Bed,349,1,698,5,t,f,strict_14_with_grace_period,f,f,3
4954,8487,Caballito,Private room,2,3,12/4/19,0.19,3,175,12/30/18,f,1.5,1,2,Real Bed,0,1,711,1125,t,f,strict_14_with_grace_period,f,f,1
4955,499,Recoleta,Entire home/apt,3,2,11/21/16,0.04,3,0,6/20/12,f,1.5,3,4,Real Bed,2664,5,0,90,f,f,moderate,t,t,4
4956,1227,Palermo,Entire home/apt,7,8,7/8/19,0.16,1,325,6/20/14,f,1.5,1,1,Real Bed,1559,1,0,1124,t,f,moderate,f,f,3
4957,10833,Belgrano,Entire home/apt,3,30,2/25/20,2.54,3,0,5/12/19,f,1.0,0,3,Real Bed,628,2,697,36,f,f,moderate,f,f,2
4958,3205,Palermo,Entire home/apt,3,7,11/25/18,0.16,3,338,9/14/10,t,1.0,1,2,Real Bed,2095,1,0,90,t,f,moderate,f,f,4
4959,13185,Retiro,Entire home/apt,1,3,3/31/20,0.68,36,278,8/25/11,f,1.0,1,4,Real Bed,840,2,350,365,f,f,super_strict_30,t,f,2
4960,8957,Villa Crespo,Private room,2,11,12/14/19,0.7,1,358,12/5/16,t,1.0,1,1,Real Bed,0,1,0,90,t,f,moderate,f,f,1
4961,4320,Colegiales,Entire home/apt,30,1,11/29/17,0.03,103,320,7/28/13,f,1.0,2,2,Real Bed,2500,1,0,360,f,f,strict_14_with_grace_period,f,f,3
4962,8135,Palermo,Entire home/apt,3,51,3/9/20,2.85,1,359,12/2/18,t,1.0,1,2,Real Bed,1746,2,489,1125,t,f,moderate,f,f,4
4963,5133,Colegiales,Entire home/apt,2,6,4/1/20,0.97,1,30,7/31/14,f,1.0,0,0,Real Bed,1953,1,0,1125,f,f,flexible,f,f,3
4964,7439,Belgrano,Entire home/apt,4,1,11/17/18,0.05,2,186,4/4/17,f,1.0,1,1,Real Bed,1399,1,0,120,t,f,flexible,f,f,3
4965,538,San Telmo,Entire home/apt,4,7,1/1/19,0.14,10,23,8/26/11,f,1.0,2,2,Real Bed,4190,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
4966,9918,Recoleta,Hotel room,3,2,5/31/20,0.18,46,365,8/1/16,f,2.5,1,14,Real Bed,0,1,697,1124,t,f,strict_14_with_grace_period,f,f,1
4967,9759,Belgrano,Entire home/apt,3,11,3/12/20,0.86,6,360,10/23/16,f,1.5,2,2,Real Bed,1259,1,0,45,t,f,flexible,f,f,3
4968,467,Recoleta,Entire home/apt,3,151,2/28/20,1.7,2,178,12/8/12,t,2.0,3,4,Real Bed,2790,2,2441,89,f,f,moderate,f,f,4
4969,11432,Almagro,Entire home/apt,30,19,3/14/20,1.86,1,328,5/4/14,t,1.0,1,1,Real Bed,419,1,0,180,f,f,moderate,f,f,2
4970,996,Palermo,Entire home/apt,10,105,2/16/20,1.37,20,198,3/27/12,f,1.0,1,1,Real Bed,1048,3,0,1125,t,f,strict_14_with_grace_period,f,f,4
4971,11881,Palermo,Entire home/apt,2,9,3/17/20,1.18,2,84,4/21/18,f,1.0,0,1,Real Bed,698,2,0,30,t,f,flexible,f,f,3
4972,7424,Palermo,Entire home/apt,2,56,3/16/20,3.12,2,179,8/8/16,t,1.0,0,1,Real Bed,1604,1,0,30,f,f,flexible,f,f,3
4973,7431,Palermo,Entire home/apt,3,75,6/6/20,3.65,1,325,6/18/16,t,1.0,1,2,Real Bed,628,2,697,1125,f,f,moderate,f,f,1
4974,834,Monserrat,Entire home/apt,7,2,6/14/14,0.03,2,359,10/28/13,f,1.0,2,2,Real Bed,2095,1,0,1125,f,f,flexible,f,f,3
4975,6688,Almagro,Private room,2,26,3/9/20,1.15,1,20,7/30/14,t,1.0,1,2,Real Bed,0,1,188,10,t,f,moderate,f,f,1
4976,11193,Recoleta,Entire home/apt,2,3,11/22/19,0.33,7,362,1/9/10,f,1.0,1,1,Real Bed,701,1,0,99,t,f,moderate,f,f,3
4977,7320,Palermo,Entire home/apt,20,11,6/1/19,0.56,2,110,8/22/15,t,1.0,2,3,Real Bed,1744,1,0,650,f,f,strict_14_with_grace_period,f,f,1
4978,5624,Palermo,Entire home/apt,3,30,1/3/20,1.09,1,360,2/23/18,f,2.0,2,2,Real Bed,3499,1,0,60,t,f,strict_14_with_grace_period,f,f,4
4979,5293,Palermo,Entire home/apt,3,43,3/18/20,1.47,1,2,1/24/12,f,1.5,1,1,Real Bed,500,1,0,60,f,f,moderate,f,f,1
